,philosopher,text,preprocess_text,text_clean,tag
951,Josiah_Royce.txt,"[('Josiah Royce', ' ({{IPAc-en|r|ɔɪ|s}}; November 20, 1855 – September 14, 1916) was an American [[objective idealism|objective idealist]] [[philosopher]] and the founder of [[American idealism]].<ref>{{cite book |first=Daniel Sommer |last=Robinson |title=The Self and the World in the Philosophy of Josiah Royce |publisher=Christopher Publishing House |year=1968 |page=9 |quote=Josiah Royce and [[William Ernest Hocking]] were the founders and creators of a unique and distinctly American school of idealistic philosophy. }}</ref> His philosophical ideas included his version of personalism, defense of absolutism, idealism and his conceptualization of God.')]"," was an american objective idealist philosopher and the founder of american idealism. his philosophical ideas included his version of personalism, defense of absolutism, idealism and his conceptualization of god.",american objective idealist philosopher founder american idealism philosophical idea included version personalism defense absolutism idealism conceptualization god,"['american', 'philosophical', 'founder']"
952,José_Carlos_Mariátegui.txt,"[('José Carlos Mariátegui La Chira', ' (14 June 1894 – 16 April 1930) was a [[Peruvian]] intellectual, journalist, activist and [[philosopher]]. A prolific writer before his early death at the age of 35, he is considered one of the most influential [[Latin American]] [[socialist]]s of the 20th century. Mariátegui\'s \'\'[[Seven Interpretive Essays on Peruvian Reality]]\'\' (1928) is still widely read in Latin America, and called ""one of the broadest, deepest, and most enduring works of the Latin American century"".<ref>Enrique Krauze, ""José Carlos Mariátegui: Indigenous Marxism"" in \'\'Redeemers: Ideas and Power in Latin America\'\'. Translated by Hank Heifetz and Natasha Wimmer. New York: HarperCollins 2011, p. 89.</ref> An avowed self-taught [[Marxist]], he insisted that a socialist revolution should evolve organically in Latin America based on local conditions and practices, not the result of mechanically applying a European formula. Although best known as a political thinker, his literary writings have gained attention by scholars.<ref>Eugenio Chang-Rodríguez, ""José Carlos Mariátegui"" in \'\'Encyclopedia of Latin American History and Culture\'\', vol. 3, p. 523. New York: Charles Scribner\'s Sons 1996.</ref>')]"," was a peruvian intellectual, journalist, activist and philosopher. a prolific writer before his early death at the age of 35, he is considered one of the most influential latin american socialists of the 20th century. mariátegui\s \\seven interpretive essays on peruvian reality\\  is still widely read in latin america, and called ""one of the broadest, deepest, and most enduring works of the latin american century"". an avowed self-taught marxist, he insisted that a socialist revolution should evolve organically in latin america based on local conditions and practices, not the result of mechanically applying a european formula. although best known as a political thinker, his literary writings have gained attention by scholars.",peruvian intellectual journalist activist philosopher prolific writer early death age 35 considered influential latin american socialist 20th century mariáteguis seven interpretive essay peruvian reality widely read latin america called broadest deepest enduring work latin american century avowed selftaught marxist insisted socialist revolution evolve organically latin america based local condition practice result mechanically applying european formula best known political thinker literary writing gained attention scholar,"['known', 'political', 'american', 'writer', 'influential', 'best', 'considered', 'early', 'literary', 'called', 'death', 'age', 'widely', 'latin', '20th', 'socialist', 'activist', 'revolution']"
953,José_Ingenieros.txt,"[('José Ingenieros', "" (born '''Giuseppe Ingegnieri''', April 24, 1877{{spaced ndash}}October 31, 1925) was an [[Argentina|Argentine]]  physician, pharmacist, [[Positivism|positivist]]  philosopher and essayist. "")]"," was an argentine  physician, pharmacist, positivist  philosopher and essayist. """,argentine physician pharmacist positivist philosopher essayist,[]
954,José_Martí.txt,"[('José Julián Martí Pérez', ' ({{IPA-es|xoˈse maɾˈti}}; January 28, 1853 – May 19, 1895) was a Cuban [[poet]], [[philosopher]], [[essay]]ist, [[journalist]], [[translator]], [[professor]], and [[publisher]], who is considered a [[Hero of the Republic of Cuba|Cuban national hero]] because of his role in the liberation of his country. He was also an important figure in [[Latin American literature]]. He was very politically active and is considered an important [[revolution]]ary [[philosopher]] and [[Political philosophy|political theorist]].<ref>{{cite web |last1=Hudson |first1=Michael |title=Speech to the Communist Party of Cuba |date=15 January 2000 |url=http://michael-hudson.com/2000/01/speech-to-the-communist-party-of-cuba/ |access-date=5 August 2015}}</ref><ref>{{cite web |last1=Mace |first1=Elisabeth|title=The economic thinking of Jose Marti: Legacy foundation for the integration of America |url=http://www.akimoo.com/2013/the-economic-thinking-of-jose-marti-legacy-foundation-for-the-integration-of-america/ |access-date=5 August 2015 |url-status=dead |archive-url=https://archive.today/20150908183320/http://www.akimoo.com/2013/the-economic-thinking-of-jose-marti-legacy-foundation-for-the-integration-of-america/ |archive-date=8 September 2015}}</ref> Through his writings and political activity, he became a symbol of Cuba\'s bid for [[independence]] from the [[Spanish Empire]] in the 19th century, and is referred to as the ""Apostle of Cuban Independence"".<ref>{{cite web |url=http://www.historyofcuba.com/history/marti/marti.htm |title=Jose Marti, apostle of Cuban Independence |website=www.historyofcuba.com |access-date=2019-07-22}}</ref> From adolescence, he dedicated his life to the promotion of [[liberty]], political independence for Cuba, and intellectual independence for all [[Hispanic America|Spanish American]]s; his death was used as a cry for Cuban independence from Spain by both the Cuban revolutionaries and those [[Cubans]] previously reluctant to start a revolt.'), ('Pérez', ' is the correct surname to which to refer; otherwise, \'both\' names together are the legal surname.</ref> Julián Pérez as pseudonym, Martí embarked for Havana, hoping to arrange to move his family away to Mexico City from Havana. He returned to Mexico, however, entering at the port of [[Progreso, Yucatán|Progreso]] from which, via [[Isla Mujeres|Isla de Mujeres]] and [[Belize]], he travelled south to progressive [[Guatemala City]]. He took residence in the prosperous suburb of [[Ciudad Vieja]], home of Guatemala\'s artists and intelligentsia of the day, on Cuarta Avenida (Fourth Avenue), 3&nbsp;km south of Guatemala City. While there, he was commissioned by the government to write the play \'\'Patria y Libertad (Drama Indio)\'\' (Country and Liberty (an Indian Drama)). He met personally the president, [[Justo Rufino Barrios]], about this project. On April 22, the newspaper \'\'El Progreso\'\' published his article \'\'""Los códigos Nuevos""\'\' (The New Laws) pertaining to the then newly enacted Civil Code. On May 29, he was appointed head of the Department of French, English, Italian and German Literature, History and Philosophy, on the faculty of philosophy and arts of the [[University of San Carlos of Guatemala|Universidad Nacional]]. On July 25, he lectured for the opening evening of the literary society \'Sociedad Literaria El Porvenir\', at the Teatro Colón (the since-renamed [[Centro Cultural Miguel Ángel Asturias|Teatro Nacional]]<ref name=""musica"">Guatemala was one of the first regions of the New World to be exposed to European music</ref>), at which function he was appointed vice-president of the Society, and acquiring the moniker ""el doctor torrente,"" or Doctor Torrent, in view of his rhetorical style. Martí taught composition classes free at the A\'\'cademia de Niñas de Centroamérica\'\' girls\' academy, among whose students he enthralled young [[María García Granados y Saborío]], daughter of Guatemalan president [[Miguel García Granados]]. The schoolgirl\'s crush was unrequited, however, as he went again to México, where he met Carmen Zayas Bazán and whom he later married.<ref>{{harvnb|Alborch Bataller|1995|p= 52}}</ref>'), (""Martí's fundamental works published during his life"", ''), (""'La edad de oro"", ""'""), (""Martí's major posthumous works"", '')]"," was a cuban poet, philosopher, essayist, journalist, translator, professor, and publisher, who is considered a cuban national hero because of his role in the liberation of his country. he was also an important figure in latin american literature. he was very politically active and is considered an important revolutionary philosopher and political theorist. through his writings and political activity, he became a symbol of cuba\s bid for independence from the spanish empire in the 19th century, and is referred to as the ""apostle of cuban independence"". from adolescence, he dedicated his life to the promotion of liberty, political independence for cuba, and intellectual independence for all spanish americans; his death was used as a cry for cuban independence from spain by both the cuban revolutionaries and those cubans previously reluctant to start a revolt.",cuban poet philosopher essayist journalist translator professor publisher considered cuban national hero role liberation country important figure latin american literature politically active considered important revolutionary philosopher political theorist writing political activity symbol cuba bid independence spanish empire 19th century referred apostle cuban independence adolescence dedicated life promotion liberty political independence cuba intellectual independence spanish american death used cuban independence spain cuban revolutionary cuban previously reluctant start revolt,"['political', 'american', 'considered', 'figure', 'important', 'life', 'intellectual', 'death', 'latin', 'revolutionary', 'referred', 'role', 'spanish']"
955,José_Ortega_y_Gasset.txt,"[('José Ortega y Gasset', ' ({{IPA-es|xoˈse oɾˈteɣa i ɣaˈset|lang}}; 9 May 1883&nbsp;– 18 October 1955) was a Spanish [[philosophy|philosopher]] and essayist. He worked during the first half of the 20th century, while Spain oscillated between [[Alfonso XIII of Spain|monarchy]], [[Second Spanish Republic|republicanism]], and [[Spanish Civil War|dictatorship]]. His [[philosophy]] has been characterized as a ""[[philosophy of life]]"" that ""comprised a long-hidden beginning in a [[Pragmatism|pragmatist]] [[metaphysics]] inspired by [[William James]], and with a general [[Methodology|method]] from a [[Philosophical realism|realist]] [[phenomenology (philosophy)|phenomenology]] imitating [[Edmund Husserl]], which served both his proto-[[existentialism]] (prior to [[Martin Heidegger|Martin Heidegger\'s]])<ref name=""SEP""/> and his realist [[historicism]], which has been compared to both [[Wilhelm Dilthey]] and [[Benedetto Croce]].""<ref>John T. Graham. \'\'A Pragmatist Philosophy of Life in Ortega y Gasset\'\'. (University of Missouri Press, 1994), p. vii.</ref>'), ('Madrid School', '<!--boldface per WP:R#PLA--> (also \'\'\'School of Madrid\'\'\'; {{lang-es|Escuela de Madrid}}) was a group of philosophers, the members of which were students of Ortega y Gasset, who share an intellectual tradition of arguing against [[Naturalism (philosophy)|naturalism]] and [[positivism]].<ref name=:0>A. Pablo Iannone, \'\'Dictionary of World Philosophy\', Routledge, 2013, p. 328: ""Madrid School"".</ref> Members included [[José Gaos]], [[Julián Marías]], and [[Xavier Zubiri]].<ref name=:0/>')]"," was a spanish philosopher and essayist. he worked during the first half of the 20th century, while spain oscillated between monarchy, republicanism, and dictatorship. his philosophy has been characterized as a ""philosophy of life"" that ""comprised a long-hidden beginning in a pragmatist metaphysics inspired by william james, and with a general method from a realist phenomenology imitating edmund husserl, which served both his proto-existentialism ",spanish philosopher essayist worked half 20th century spain oscillated monarchy republicanism dictatorship philosophy characterized philosophy life comprised longhidden beginning pragmatist metaphysics inspired william james general method realist phenomenology imitating edmund husserl served protoexistentialism,"['20th', 'metaphysics', 'served', 'worked', 'spanish']"
956,José_Pablo_Feinmann.txt,"[('José Pablo Feinmann', ' (born 29 March 1943) is an [[Argentina|Argentine]] philosopher, writer, [[playwright]] and TV host.<ref>[http://www.mertin-litag.de/authors_htm/Feinmann-J.htm José Pablo Feinmann]</ref> He has also written several screenplays for domestic film production and international coproductions.')]"," is an argentine philosopher, writer, playwright and tv host. he has also written several screenplays for domestic film production and international coproductions.",argentine philosopher writer playwright tv host written screenplay domestic film production international coproductions,['written']
957,Juan_José_Sebreli.txt,"[('Juan José Pérez Sebreli', '<ref>[http://buscardatos.com/personas.php?nombre=Perez%20Sebreli%20Juan%20Jose&cuit=20-04346956-9 ""Perez Sebreli Juan Jose""], \'\'BuscarDatos.com\'\', Retrieved 29 March 2017 {{in lang|es}}</ref> ({{IPA|seˈbɾɛli}}; born 3 November 1930) is an [[Argentine people|Argentine]] [[sociologist]], [[essayist]] and [[philosopher]]. Throughout his intellectual work, he concentrated on the notions of [[reason]], [[city]] and [[everyday life]].<ref>[http://talkingheads.wordpress.com/tag/juan-jose-sebreli/ Sebreli, el tiempo de una vida""], \'\'Parlante Posmodernidad\'\', Retrieved 24 July 2013 {{in lang|es}}</ref>')]"," is an argentine sociologist, essayist and philosopher. throughout his intellectual work, he concentrated on the notions of reason, city and everyday life.",argentine sociologist essayist philosopher intellectual work concentrated notion reason city everyday life,"['intellectual', 'essayist']"
958,Juan_Luís_Vives.txt,"[('Juan Luis Vives March                            ', ' ({{lang-la|Joannes Lodovicus Vives|lit=Juan Luis Vives Latin Name}}; {{lang-ca|Joan Lluís Vives i March}}; {{lang-nl|Jan Ludovicus Vives}}; 6 March {{nowrap|1493<ref>{{cite encyclopedia|url=http://plato.stanford.edu/entries/vives/ |title=Juan Luis Vives Joannes Ludovicus Vives|encyclopedia=Stanford Encyclopedia of Philosophy|access-date=2012-10-14}}</ref> –}} 6 May 1540) was a [[Spaniards|Spanish]] ([[Valencian people|Valencian]]) scholar and [[Renaissance humanist]] who spent most of his adult life in the [[Southern Netherlands]]. His beliefs on the soul, insight into early medical practice, and perspective on emotions, memory and learning earned him the title of the ""father"" of modern [[psychology]].{{sfnp|Watson|1915|p=333|ps=}} Vives was the first to shed light on some key ideas that established how psychology is perceived today.')]"," was a spanish  scholar and renaissance humanist who spent most of his adult life in the southern netherlands. his beliefs on the soul, insight into early medical practice, and perspective on emotions, memory and learning earned him the title of the ""father"" of modern psychology.{{sfnp|watson|1915|p=333|ps=}} vives was the first to shed light on some key ideas that established how psychology is perceived today.",spanish scholar renaissance humanist spent adult life southern netherlands belief soul insight early medical practice perspective emotion memory learning earned title father modern psychologysfnpwatson1915p333ps vives shed light key idea established psychology perceived today,"['scholar', 'early', 'life', 'modern', 'psychology', 'key', 'spanish', 'renaissance']"
959,Juan_de_Mariana.txt,"[('Juan de Mariana', ' {{post-nominals|post-noms=[[Society of Jesus|SJ]]}}, also known as \'\'\'Father Mariana\'\'\' (25 September 1536 – 17 February 1624), was a [[Spain|Spanish]] [[Jesuit]] [[Catholic priest|priest]], [[Scholasticism|Scholastic]], [[historian]], and member of the [[Monarchomachs]].<ref>Wm. A. Dunning. ""[https://www.jstor.org/stable/2140284?seq=4#metadata_info_tab_contents The Monarchomachs]."" \'\'Political Science Quarterly\'\' 19, no. 2 (1904): 277-301. doi:10.2307/2140284.</ref>')]",", was a spanish jesuit priest, scholastic, historian, and member of the monarchomachs.",spanish jesuit priest scholastic historian member monarchomachs,"['member', 'spanish']"
960,Judah_Leon_Abravanel.txt,"[('Leo the Hebrew', "", pen name of '''Judá Abravanel''' (otherwise known as: in Latin, ''Leo Hebraeus''; in Portuguese, ''Leão Hebreu''; in Italian, ''Leone Ebreo;'' in Spanish, ''León Hebreo''; in French, ''León l'Hebreu'' and in Hebrew, יְהוּדָה בֶּן יִצְחָק אַבְּרַבַנְאֵל [''Yehuda ben Yitzhak Abravanel'']) (c. 1460 [[Lisbon]] – c. 1530 ? [[Naples]]?), was a [[Portuguese people|Portuguese]] [[Jews|Jewish]] [[philosopher]], [[physician]] and [[poet]]. <!--the death date given in Columbia encycl. Seems to be more accurate; in Jewish Encycl. It may have been taken from the date of his book publishing; but Columbia Enc. states it was printed posthumously. -->His work ''Dialogues of Love'' was one of the most important philosophical works of his time."")]"," , was a portuguese jewish philosopher, physician and poet. his work dialogues of love was one of the most important philosophical works of his time.""",portuguese jewish philosopher physician poet work dialogue love important philosophical work time,"['work', 'philosophical', 'important', 'jewish', 'physician']"
961,Judah_Messer_Leon.txt,"[('Judah ben Jehiel', ', ({{lang-he|יהודה בן יחיאל}}, {{circa}} 1420 to 1425 – c. 1498), more usually called \'\'\'Judah Messer Leon\'\'\' ({{lang-he|יהודה מסר לאון}}), was an [[Italian Jews|Italian]] [[rabbi]], teacher, [[physician]], and [[philosopher]]. Through his works, assimilating and embodying the intellectual approach of the best Italian universities of the time, yet setting it inside the intellectual culture of Jewish tradition, he is seen as a quintessential example of a \'\'hakham kolel\'\' (""comprehensive scholar""), a scholar who excelled in both secular and rabbinic studies, the Hebrew equivalent of a [[polymath|Renaissance man]]. This was the ideal he tried to instil in his students. One of his students was [[Yohanan Alemanno]].')]",", more usually called \\\judah messer leon\\\ , was an italian rabbi, teacher, physician, and philosopher. through his works, assimilating and embodying the intellectual approach of the best italian universities of the time, yet setting it inside the intellectual culture of jewish tradition, he is seen as a quintessential example of a \\hakham kolel\\ , a scholar who excelled in both secular and rabbinic studies, the hebrew equivalent of a renaissance man. this was the ideal he tried to instil in his students. one of his students was yohanan alemanno.",usually called judah messer leon italian rabbi teacher physician philosopher work assimilating embodying intellectual approach best italian university time setting inside intellectual culture jewish tradition seen quintessential example hakham kolel scholar excelled secular rabbinic study hebrew equivalent renaissance man ideal tried instil student student yohanan alemanno,"['scholar', 'best', 'italian', 'called', 'intellectual', 'jewish', 'usually', 'renaissance']"
962,Judah_ben_Moses_of_Rome.txt,"[('Judah ben Moses Romano', '<ref>Judah ben Moses of Rome, Yehuda Romano, Leone Romano.</ref> (c. 1293 – after 1330<ref>{{cite web|url=http://www.rep.routledge.com/article/J066 |title=Archived copy |accessdate=2007-01-29 |url-status=dead |archiveurl=https://web.archive.org/web/20070205053555/http://www.rep.routledge.com/article/J066 |archivedate=2007-02-05 }}, the [[Jewish Encyclopedia]] gives 1286 as date of birth [http://www.jewishencyclopedia.com/view.jsp?artid=1678&letter=A].</ref>) was an Italian Jewish philosopher and translator of the fourteenth century. He was a cousin of [[Immanuel of Rome]].')]", was an italian jewish philosopher and translator of the fourteenth century. he was a cousin of immanuel of rome.,italian jewish philosopher translator fourteenth century cousin immanuel rome,"['italian', 'jewish']"
963,Judith_Butler.txt,"[('Judith Pamela Butler', '<ref name=""Duignan 2018"">{{cite encyclopedia |last=Duignan |first=Brian |year=2018 |title=Judith Butler |url=https://www.britannica.com/biography/Judith-Butler |encyclopedia=Encyclopædia Britannica |access-date=November 2, 2018}}</ref> (born February 24, 1956) is an American [[philosopher]] and [[Gender studies|gender theorist]] whose work has influenced [[political philosophy]], [[ethics]], and the fields of [[third-wave feminism]], [[queer theory]],<ref>{{cite web|last=Halberstam|first=Jack|title=An audio overview of queer theory in English and Turkish by Jack Halberstam|url=https://archive.org/details/HalberstamQueerTheory-AnkaraTurkey|access-date=29 May 2014|date=2014-05-16}}</ref> and [[literary theory]].<ref name=""kearns"">{{cite journal |last=Kearns |first=Gerry |s2cid=144967142 |title=The Butler affair and the geopolitics of identity |journal=Environment and Planning D: Society and Space |year=2013 |volume=31 |issue=2 |pages=191–207 |doi=10.1068/d1713|url=http://eprints.maynoothuniversity.ie/7638/1/GK_Butler.pdf }}</ref> In 1993, Butler began teaching at the [[University of California, Berkeley]], where they have served, beginning in 1998, as the Maxine Elliot Professor in the Department of Comparative Literature and the Program of [[Critical Theory]]. They<!-- Butler prefers the \'singular they\' pronoun --> are also the [[Hannah Arendt]] Chair at the [[European Graduate School]].<ref>{{cite web|title=Judith Butler, European Graduate School |url=http://egs.edu/faculty/judith-butler|access-date=14 July 2015}}</ref>')]"," is an american philosopher and gender theorist whose work has influenced political philosophy, ethics, and the fields of third-wave feminism, queer theory, and literary theory. in 1993, butler began teaching at the university of california, berkeley, where they have served, beginning in 1998, as the maxine elliot professor in the department of comparative literature and the program of critical theory. they are also the hannah arendt chair at the european graduate school.",american philosopher gender theorist work influenced political philosophy ethic field thirdwave feminism queer theory literary theory 1993 butler began teaching university california berkeley served beginning 1998 maxine elliot professor department comparative literature program critical theory hannah arendt chair european graduate school,"['work', 'university', 'political', 'american', 'professor', 'theorist', 'literary', 'literature', 'influenced', 'teaching', 'critical']"
964,Judith_Jarvis_Thomson.txt,"[('Judith Jarvis Thomson', ' (October 4, 1929{{spnd}}November 20, 2020) was an American [[philosopher]] who studied and worked on [[ethics]] and [[metaphysics]]. She is credited with naming, developing, and initiating the extensive literature on the [[trolley problem]] first posed by [[Philippa Foot]].<ref>{{cite book |last1=Edmonds |first1=Dave |title=Would You Kill the Fat Man? The Trolley Problem and What Your Answer Tells Us about Right and Wrong |publisher=Princeton University Press |year=2013|page=35 |isbn=9780691154022}} ""Philippa Foot set Trolleyology going, but it was Judith Jarvis Thomson, a philosopher at the Massachusetts Institute of Technology, who delivered its most high-voltage jolt. Struck by Foot\'s thought experiment she responded with not one but two influential articles on what she labeled \'\'The Trolley Problem.\'\'""</ref> She was elected a member of the [[American Philosophical Society]] in 2019.')]"," was an american philosopher who studied and worked on ethics and metaphysics. she is credited with naming, developing, and initiating the extensive literature on the trolley problem first posed by philippa foot. she was elected a member of the american philosophical society in 2019.",american philosopher studied worked ethic metaphysics credited naming developing initiating extensive literature trolley problem posed philippa foot elected member american philosophical society 2019,"['american', 'philosophical', 'member', 'literature', 'society', 'worked', 'studied']"
965,Jules_Lequier.txt,"[('Jules Lequier', ' (or \'\'\'Lequyer\'\'\',<ref>Lequyer\'s birth certificate had ""Lequier"" but in 1834 his father had the spelling legally fixed as ""Lequyer.""</ref> {{IPA-fr|ləkɥije|lang}}; 30 January 1814 – 11 February 1862) was a French philosopher from [[Brittany]]. Lequier came to death, presumably as a suicide, by swimming out into the ocean.')]"," was a french philosopher from brittany. lequier came to death, presumably as a suicide, by swimming out into the ocean.",french philosopher brittany lequier came death presumably suicide swimming ocean,['french']
966,Julia_Kristeva.txt,"[('5', '(1), Spring 1975, pp. 62-68.</ref>}}'), ('Julia Kristeva', "" ({{IPA-fr|kʁisteva|lang}}; born '''Yuliya Stoyanova Krasteva''', {{lang-bg|Юлия Стоянова Кръстева}}; on 24 June 1941) is a  [[Bulgarians in France|Bulgarian-French]] [[philosopher]], [[literary critic]], [[semiotics|semiotician]], [[psychoanalysis|psychoanalyst]], [[French feminist|feminist]], and, most recently, [[novelist]], who has lived in France since the mid-1960s.  She is now a professor emerita at the  [[University Paris Diderot]]. The author of more than 30 books, including  ''[[Powers of Horror]]'', ''Tales of Love'', ''Black Sun: Depression and Melancholia'', ''Proust and the Sense of Time'', and the trilogy ''Female Genius'', she has been awarded [[Commander of the Legion of Honor]], [[Ordre national du Mérite|Commander of the Order of Merit]], the [[Holberg International Memorial Prize]], the [[Hannah Arendt Prize]], and the Vision 97 Foundation Prize, awarded by the Havel Foundation."")]",", spring 1975, pp. 62-68.}}",spring 1975 pp 6268,[]
967,Julien_Offray_de_La_Mettrie.txt,"[('Julien Offray de La Mettrie', "" ({{IPA-fr|ɔfʁɛ də la metʁi|lang}}; November 23, 1709<ref>For La Mettrie's birth in literature one finds at least three different calendar dates; the date given here is most probably the right one. Cf.: Birgit Christensen: Ironie und Skepsis, Würzburg 1996, p. 245, fn. 2</ref> – November 11, 1751) was a [[France|French]] [[physician]] and [[philosopher]], and one of the earliest of the [[French materialism|French materialists]] of the [[Age of Enlightenment|Enlightenment]]. He is best known for his work ''[[Man a Machine|L'homme machine]]'' (''Man a Machine'').<ref>The 1748 English translation bore the title ''Man a machine'', but Ann Thomson, in her recent translation, chooses the title ''Machine Man'' (Thomson 1996)</ref>"")]"," was a french physician and philosopher, and one of the earliest of the french materialists of the enlightenment. he is best known for his work lhomme machine .""",french physician philosopher earliest french materialist enlightenment best known work lhomme machine,"['known', 'work', 'french', 'best', 'physician']"
968,Julius_Caesar_Scaliger.txt,"[('Julius Caesar Scaliger', "" ({{IPAc-en|ˈ|s|k|æ|l|ɪ|dʒ|ər}}; April 23, 1484 – October 21, 1558), or '''Giulio Cesare della Scala''', was an Italian scholar and physician, who spent a major part of his career in France. He employed the techniques and discoveries of [[Renaissance humanism]] to defend [[Aristotelianism]] against the [[New Learning]]. In spite of his contentious disposition, his contemporary reputation was high. [[Jacques Auguste de Thou]] claimed that none of the ancients could be placed above him and that he had no equal in his own time.<ref name=EB1911>{{cite EB1911 |wstitle=Scaliger |volume=24 |pages=284–286 |first1=Richard |last1=Christie |first2=John |last2=Sandys}}</ref>"")]",", or , was an italian scholar and physician, who spent a major part of his career in france. he employed the techniques and discoveries of renaissance humanism to defend aristotelianism against the new learning. in spite of his contentious disposition, his contemporary reputation was high. jacques auguste de thou claimed that none of the ancients could be placed above him and that he had no equal in his own time.""",italian scholar physician spent major career france employed technique discovery renaissance humanism defend aristotelianism new learning spite contentious disposition contemporary reputation high jacques auguste thou claimed ancient placed equal time,"['scholar', 'italian', 'new', 'major', 'contemporary', 'career', 'renaissance']"
969,Julián_Marías.txt,"[('Julián Marías Aguilera', ' (17 June 1914 – 15 December 2005) was a [[Spain|Spanish]] [[philosophy|philosopher]] associated with the [[Generation of \'36]] movement. He was a pupil of the Spanish philosopher [[José Ortega y Gasset]] and member of the [[Madrid School]].<ref>A. Pablo Iannone, \'\'Dictionary of World Philosophy\', Routledge, 2013, p. 328: ""Madrid School"".</ref>')]", was a spanish philosopher associated with the generation of \36 movement. he was a pupil of the spanish philosopher josé ortega y gasset and member of the madrid school.,spanish philosopher associated generation 36 movement pupil spanish philosopher josé ortega y gasset member madrid school,"['member', 'spanish']"
970,Juri_Lotman.txt,"[('Juri Lotman', ' ({{lang-ru|Ю́рий Миха́йлович Ло́тман}}; 28 February 1922 – 28 October 1993) was a prominent literary scholar, [[semiotician]], and [[cultural history|cultural historian]], who worked at the [[University of Tartu]]. He was elected a member of the [[British Academy]] (1977), [[Norwegian Academy of Science and Letters]] (1987), [[Royal Swedish Academy of Sciences]] (1989) and [[Estonian Academy of Sciences]] (1990). He was a founder of the [[Tartu–Moscow Semiotic School]]. The number of his printed works exceeds 800 titles. His archive (which is now kept at the [[University of Tallinn]] and at the [[Tartu University Library]]) which includes his correspondence with a number of Russian and Western intellectuals, is immense.'), (',', ' {{in lang|et}}')]"," was a prominent literary scholar, semiotician, and cultural historian, who worked at the university of tartu. he was elected a member of the british academy , norwegian academy of science and letters , royal swedish academy of sciences  and estonian academy of sciences . he was a founder of the tartu–moscow semiotic school. the number of his printed works exceeds 800 titles. his archive  which includes his correspondence with a number of russian and western intellectuals, is immense.",prominent literary scholar semiotician cultural historian worked university tartu elected member british academy norwegian academy science letter royal swedish academy science estonian academy science founder tartu–moscow semiotic school number printed work exceeds 800 title archive includes correspondence number russian western intellectual immense,"['university', 'science', 'founder', 'british', 'literary', 'member', 'russian', 'prominent', 'academy', 'number', 'worked', 'western']"
971,Justinian_I.txt,"[('II', '. Cosimo, Inc. {{ISBN|1605204056}},  p. 7.</ref>'), ('Justinian I', "" ({{IPAc-en|dʒ|ʌ|ˈ|s|t|ɪ|n|i|ə|n}}; {{lang-la|Flavius Petrus Sabbatius Iustinianus}}; {{lang-grc-gre|Ἰουστινιανός|Ioustinianós}}; 482{{spnd}}14 November 565), also known as '''Justinian the Great''', was the [[Byzantine emperor]] from 527 to 565."")]",,,[]
972,Justus_Buchler.txt,"[('7', '(3) (1993), pp. 191–205.</ref>'), ('Justus Buchler', "" (March 27, 1914 – March 19, 1991) was an [[American philosopher]], author and professor. He made contributions to the subjects of naturalism and metaphysics, introducing the concept of the ''natural complex''.""), ('Primary books', ''), ('Other books', ''), ('Selected articles', '')]"," , pp. 191–205.",pp 191–205,[]
973,Justus_Lipsius.txt,"[('Justus Lipsius', "" ('''Joest Lips'''<ref name=EB1911>{{cite EB1911|wstitle=Lipsius, Justus |volume=16|page=743|short=1}}</ref> or '''Joost Lips'''; 18 October 1547 – 23 March 1606) was a [[Flemish people|Flemish]] Catholic [[philologist]], [[philosopher]], and [[Christian humanism|humanist]]. Lipsius wrote a series of works designed to revive ancient [[Stoicism]] in a form that would be compatible with [[Christianity]]. The most famous of these is ''[[De Constantia]]'' (''On Constancy''). His form of Stoicism influenced a number of contemporary thinkers, creating the [[intellectual history|intellectual movement]] of [[Neostoicism]]. He taught at the universities in [[Jena]], [[Leiden]], and [[Leuven]]."")]"," was a flemish catholic philologist, philosopher, and humanist. lipsius wrote a series of works designed to revive ancient stoicism in a form that would be compatible with christianity. the most famous of these is de constantia . his form of stoicism influenced a number of contemporary thinkers, creating the intellectual movement of neostoicism. he taught at the universities in jena, leiden, and leuven.""",flemish catholic philologist philosopher humanist lipsius wrote series work designed revive ancient stoicism form compatible christianity famous constantia form stoicism influenced number contemporary thinker creating intellectual movement neostoicism taught university jena leiden leuven,"['wrote', 'intellectual', 'ancient', 'catholic', 'movement', 'taught', 'contemporary', 'influenced', 'famous', 'number', 'form']"
